"rbr","name","date","stars","review","lang","thumb","reply"
1211,"A Google user",2018-12-15,5," Favourite choice of navigation , for offline GPS , online GPS on this app has improved the face , B E A Utiful","en",0,"Hey, thanks for the glowing review! We're glad you like it

T H Ank you :)

- Cameron at TomTom"
1212,"A Google user",2019-03-12,5," good for recreational motorcycle routes. especially combined with the online mydrive route planning site.","en",0,"Thanks for the 5 stars. Glad you like the Go Mobile app and MyDrive tool - a great combination when planning routes!

Cheers,

- Cameron at TomTom"
1213,"Peter jones",2018-12-27,1," waste of timr couldn't even download the map gets to 3% and says not connected to network","en",0,"Hi Peter,

To get help with this please contact our support team:

www.tomtom.com/368

- Cameron at TomTom"
1214,"Curt Von Meyer",2019-01-04,1," app takes to long to open and that can become very frustrating","en",0,"Hey Curt

Sorry to hear about this. I recommend uninstalling then reinstalling the app on your phone. It may also help if you download a smaller map if applicable, as an example just the UK instead of whole of Europe.

You can change maps in the Settings menu

- Cameron at TomTom"
1215,"John Davies",2018-09-15,5," Never let me down in two years of use and always on the money when it predicts time of arrival and delays","en",0,"Hi there! It's so wonderful to see those 5 stars and to hear that the app has been so reliable for the last two years for you :) Safe Travels! Cheers, Becky@TomTom"
1216,"Abdul Rahman Alomari",2019-06-29,4," very nice app but sometimes lose the connection with GPS","en",1,"Hey Abdul, thanks for this review

Sorry to hear that you've encountered some problems with GPS, though. Please first make sure that your phone is getting a valid GPS fix by downloading a free app such as GPS status & toolbox.

If you are getting a fix but the app still isn't working, please contact us:
www.tomtom.com/368

- TomTom Team"
1217,"Bentleigh Jackson-Trevino",2019-06-20,1," wont load. justkeep geting the generic app loading page for 10 mins.","en",0,"Sorry to hear this :( To fix, please carry out these steps in this order:

Uninstall app
Log out of the Playstore
Using file browse app, delete Android / data / com.tomtom.gplay.navapp & Android / OBB / com.tomtom.gplay.navapp
Open Playstore log in and reinstall app on internal memory
Close all background apps
Restart phone, reinstall app

- TT"
1218,"Ishak Juarsa",2019-09-11,3," I've just installed this apps and soon I realized that it's charged monthly and not one time purchased.","en",30,"Hi Ishak, as mentioned in the app description you can use it for free up to 75 km / 50 miles per month.

For more usage, you will need to purchase a subscription - this includes all of the Live Traffic updates, speed camera alerts and world offline maps of course.

- TomTom Team"
1219,"Tj Taxi",2019-12-09,5," Brilliant....properly sat navigate for mobile phone.","en",0,"Thanks so much for the 5 stars TJ! Go Mobile is indeed like a fully fledged sat nav, in the palm of your hand. We hope you continue to enjoy using it! If you ever have questions, don't hesitate in reaching out to us on www.tomtom.com/368 - we're happy to help. For now, happy motoring and safe travels! TomTom Team"
1220,"Charles Le Fevre",2019-12-13,4," As a fee app it did what I wanted and So easy to use Thanks","en",0,"Hey Charles! Thank you so much for 4 stars. We are glad to know that you find the Tomtom Navigation and services easy to use. Please let us know how can we improve more - If you ever need any help please contact us on https://uk.support.tomtom.com/app/contact -TomTom Team"
1221,"Tony Milne",2020-01-22,5," Excellent app at a reasonable cost.","en",0,"Hey Tony, we're happy to hear that you're enjoying the app and it's features! Drive safe & happy motoring, ^TomTom Team"
1222,"Michael Pereira",2020-02-15,3," I downloaded the app but I can open Its saying loading map but nothing else","en",1,"Sorry about the frustration :( If the app is installed but won't load, please: - Uninstall app - Log out of Playstore - Using a file browse app, delete Android / data / com.tomtom.gplay.navapp & Android / OBB / com.tomtom.gplay.navapp - Open Playstore, log in, reinstall app on internal memory - Close background apps - Restart phone ^TomTom Team"
1223,"Andrew Cooper",2020-04-24,5," Clear and intuative, to me. Recommend.","en",0,"Hey Andrew! Thank you so much for 5 stars! We appreciate your valuable feedback and we are glad to know that you find it clear and accurate to use the TomTom GPS Navigation App If you need any further help ever - Please contact us we would be happy to help you :-) -TomTom Team"
1224,"Semponi",2019-02-08,5," handy & accurate. Better to use on phone when walking.","en",0,"Thanks for the 5 stars, Semponi! :D

- Cameron at TomTom"
1225,"Michael Tooms",2019-05-23,4," Superb, but not as intuitive as it might be.","en",0,"Hi Michael. Thank you for providing your valuable feedback. Please reach out to us at https://uk.support.tomtom.com/, if you have other suggestions. - TomTom Team"
1226,"R J",2019-06-16,3," What's the point of reporting up to date speed limits on roads if you don't update them? It's been over 12 months and nothing has changed I'm afraid  Useless feature!","en",3,"Hi there,

If you are referring to the MapShare Reporter tool, reports can take some months to take effect due to the verification and map creation process. Sorry for the inconvenience

- TomTom Team"
1227,"nytram d",2019-05-07,1," can not redeem my subscription!! given me the option to redeem and then says i habmve nothing to redeem. This hapoens on 2 devices when upgradeed through google","en",1,"Hi there Nytram

We apologize for the issues you're experiencing. Unfortunately there is an issue with subscriptions at the moment, however our support team will be happy to give a solution to you.

Please contact support directly via the link below:
www.tomtom.com/368

Cheers,
- TomTom Team"
1228,"Peter Rule",2019-04-27,5," I have this on 2 different phones and it works great on both of them. Well worth the money","en",0,"Hi Peter

Thanks for your 5 star review! Wonderful to see that you've been enjoying the app :)

- TomTom team"
1229,"A Google user",2019-02-10,1," download the maps but wouldnt load the app afterwards ..tried it 5 times and gave up in the end...frustrating","en",0,"Sorry to hear this :(

To fix:

Uninstall app
Log out of Playstore
Using file explorer app, delete Android / data / com.tomtom.gplay.navapp & Android / OBB / com.tomtom.gplay.navapp
Open Playstore, log in 
Reinstall app on internal memory (Not SD Card)
Close all apps running in the background
Reboot phone
Reopen TomTom app

- Cameron at TomTom"
1230,"Richard Alder",2018-09-20,5," App working ok again after update. .Why is the app not tested before the update is released","en",1,"Hi there! Thanks for the amazing 5 stars :)
The updates are tested, but unfortunately it is challenging to test on every phone which has been manufactured.
Safe Travels! Cheers, Becky@TomTom"
1231,"Marc Cadec",2018-11-10,3," Doesn't work with the eircode system in Ireland,a pity because I like TomTom","en",0,"Hi there! Thanks for your review and feedback!
Cheers, Becky@TomTom"
1232,"patricia maurice",2019-09-03,1," Jist as bad as google maps and it also is not voice activated and yes all my apps are updated on my phone.","en",0,"Hi Patricia, thank you for your feedback. We will forward this to our developers. ^Adam"
1233,"Not Sure",2019-10-21,1," This app requires too many unneeded permissions. You have to steal all my contacts or you won't launch? I don't navigate that way. Bye.","en",0,"Hi there, this is required so that you can use the Navigate to Contacts feature. If you have concerns about your Privacy, please see the below link which will provide some reassurance:
https://www.tomtom.com/en_gb/privacy/

- TomTom Team"
1234,"Tel H",2019-10-24,4," Uploading routes and poi to app and tt sat nav can only be done with tt Mydrive wifi not usb otherwise good and reliable.","en",0,"Hi Tel H, saved Places and Routes can be uploaded via USB if you have the MyDrive Connect software installed to your computer, and if you have mydrive.tomtom.com open in your browser. If you need help with this you can always get hold of us via tomtom.com/368 - TomTom Team"
1235,"Stevemoon Moon",2019-05-07,1," app great,upgrade pathetic,you pay for the upgrade no problems,the app won't let you redeem it","en",0,"Hi Stevemoon,

Really sorry to hear you've been experiencing some issues with redeeming the subscription in the app. We have had similar reports for other users - apologies for the inconvenience.

Please get in touch with our support team who will be able to lend a hand with this.. They can be contact on www.tomtom.com/368

Cheers,
- TomTom Team"
1236,"Bikramaditya Samanta",2019-08-22,5," love this for easy finding parking lots and traffic updates","en",0,"Hi there! Thank you very much for your 5-star review! ^Adam"
1237,"A Google user",2019-03-24,3," Hello,why i can not install any single country map but I need to install a region on maps? this requires a lot of space in my phone for example europe requies 8 GB","en",0,"Hi there,

There are many separate maps available for example UK & ROI, France, Italy, Iberia and Germany Austria & Switzerland.

You can access these via the main menu - settings - maps

- TomTom Team"
1238,"ulti_g4m3r_ 1456",2019-02-26,1," don't download this app it takes to long to load and takes up storage.","en",0,"Sorry to hear that the app has taken a while to load :(

A long loading time is normal when you first download the app because a map needs to be downloaded to your phone. 

The major advantage of this app is offline navigation, but this will natrally take up some space on the internal memory.

Cheers,

- Cameron at TomTom"
1239,"Alvin Chong",2019-02-25,2," App is great but map and poi not up to date in Malaysia. Waze or Google better in my country.","en",0,"Hi there Alvin

Thanks for this review. As you have noticed some out of date information please notify us via the link below:
https://bit.ly/2aVHWnk

- Cameron at TomTom"
1240,"TueriNatura",2019-02-10,5," I drive a commercial van in the NY, NJ, CT area I can't drive on most parkways with a commercial vehicle. With this app, I can remove those parkways from the trip list and I can drive safely and get where I am going fast. Commercial or truck GPS will cost way more and take longer trips to get were y...Full ReviewI drive a commercial van in the NY, NJ, CT area I can't drive on most parkways with a commercial vehicle. With this app, I can remove those parkways from the trip list and I can drive safely and get where I am going fast. Commercial or truck GPS will cost way more and take longer trips to get were you need to go. After trying a few apps, in my opinion, this one was the best for commercial vans and light trucks.","en",5,"Hi there!

Great to hear that you are enjoying this app :)

Just so you know, the app hasn't been designed specifically for large vehicles - for optimum peace of mind we recommend taking a look at our stand-alone series of Go Professional devices - suitable for vans and commercial vehicles.

Cheers,

- Cameron at TomTom"
1241,"Ice R",2019-06-02,1," i had a lifetime subscription but they changed their app so my app my lifetime app got discontinued and my subscription revoked not happy at all","en",0,NA
1242,"A Google user",2018-10-05,5," Great job. Excellent information and up to date maps.","en",0,NA
1243,"A Google user",2019-01-27,1," RIP off you get constantly asked to upgrade even though you paid for a year. stopped working half way down motorway asking to upgrade no free miles left. not happy","en",2,"Hi

This likely happened because you were not logged in to the account that was used to purchase the subscription. Please log in to your TomTom account via the TomTom Services section of Menu. 

Then, the app will recognize the subscription. If you have any questions in the future, it's best to contact our support team:
www.tomtom.com/368

- TT"
1244,"Alfred Tafadzwa",2019-04-29,1," I don't know why is it still saying App loading for more than 25 minutes can someone help me please","en",0,"Sorry about this Alfred! To fix this:

Uninstall app
Log out of Playstore
Delete Android / data / com.tomtom.gplay.navapp & Android / OBB / com.tomtom.gplay.navapp
Open Playstore log in and reinstall app on internal memory
Close all background apps
Reboot the phone
Reinstall app

That should fix it,
- TomTom Team"
1245,"Steve Walker",2019-10-20,4," Desperately need support for Android Auto please please please then you can take my money ;-) Google please allow us to choose our GPS program on Android Auto.","en",0,"Hi Steve. We’ve recently seen a number of requests to integrate the TomTom GO Mobile app with Android Auto. Currently in most markets, Android Auto only works with Google Maps and Waze. As a result, we cannot develop this feature until support for integration with TomTom is available. ^Adam"
1246,"gaston kalombo",2020-02-13,5," Since I've loaded Tom Tom to drive in bolt app doesn't work and connect what wrong?","en",0,"Hi there Gaston - this app has not been designed to be embedded with any other apps during navigation - this may be why you are having some issues. If you are referring to something else please clarify so that we can help you out ^TomTom Team"
1247,"Giggle Gigolor",2018-12-28,1," Can't find best route via Pvt Village and map not updated for 2 yrs already.","en",0,"Hi there Giggle Gigolor

I'm not sure what you mean by this - I think the best thing to do is for you to contact our support team directly so they can help you with this:

www.tomtom.com/368

Cheers!

- Cameron at TomTom"
1248,"lee metcalfe",2019-04-28,5," Worked great now for over 2 years and I am going to renew again this year.","en",0,"Hi Lee!

Thanks for the 5 stars :)

Glad you like the app and it's features. Happy motoring,

- TomTom Team"
1249,"Margaret George",2019-05-29,3," Nice interface, sent me in the wrong direction though!","en",0,"Hi Margaret,

The app will re-route you around any traffic delays on the route. This may be why the app was sending you in a different direction than anticipated.

You can change this in the Settings of the app.

Regards,
- TomTom Team"
1250,"WTN Teo",2019-08-24,1," Bug still NOT fix since update and my phone is being used as the excuse.","en",0,"To assist with this issue, it would be helpful to have a little bit more information. Can you send any screenshots related to the issue along with your device details at https://uk.support.tomtom.com/? Thanks. ^Adam"
1251,"Robert Wilkinson",2019-10-26,4," Great, but I would like to see altitude displayed in feet amsl.","en",0,"Thanks Robert, for your review and your feedback. We appreciate the comment and have fed this back to our development team :) - TomTom Team"
1252,"Robert C Dunn",2019-12-26,5," Always gets me to desired destination some times goes a little off but a top navigational device my No1 go to sat nav for me","en",0,"Hey Robert! Thank you so much for 5 stars! We appreciate your valuable feedback and we are glad to know that you liked to use the TomTom GPS Navigation. If you need any further help ever - Please contact us we would be happy to help you :-) -TomTom Team"
1253,"Johan Griffin",2020-03-08,1," This app dont work at all it dont lock in and my my device is just flickering","en",0,"Hi Johan! Sorry to hear about the problem - I request you to please perform the below settings: -Remove the App. -Clear app cache. -Restart the phone (make sure there is plenty of memory for the app) -Re-install the App ^TomTom Team"
1254,"Sergey Ok",2019-05-06,1," After charging my credit catd, the app locked. Says Purchase Failed, although Google sent me the receipt. So disappointed!","en",0,"Hi Sergey - we are having some similar reports from other users. Really sorry about this.

So that we can track each case and supply a solution, please contact our support team via the link below:
www.tomtom.com/368

Cheers,
- TomTom Team"
1255,"RIL CASSO",2018-11-03,1," Terrible app that keeps crashing. I would like my money back","en",0,"Hi there, Sorry to hear of the issue, our Support Team can help you fix this - 
 https://bit.ly/1VmrhvE  ( you can choose your country by clicking the flag in the bottom right corner ) 
Cheers, Becky@TomTom"
1256,"elemer boros",2019-08-01,3," hi,why is not compatible with older android devices?(5.0)like other nav systems,is any way to make it functional with that?","en",0,"Hi there

The Go Mobile app is compatible with Android smartphones (Android™ version 4.0.3 or higher) which have a WVGA screen resolution from 800 x 480 or higher.

More information on this can be found in the link below:
https://bit.ly/2yoXaeM

- TomTom Team"
1257,"Tom McDuffee",2020-01-15,3," This is a very capable app but overpriced compared to similar apps","en",0,"Tom, thanks for this review. We're happy to hear that you've found the app a useful companion on the road! In regards to the subscription cost, this does include offline world maps, live traffic updates, speed camera alerts (including mobile) and MyDrive integration (all ad-free) - for the price, we think that's fair! ^TomTom Team"
1258,"Miguel Satchell",2018-12-25,3," add a visual lane assist when changing lanes and this app will be superb.","en",0,"Hey Miguel!

Thanks for the review. This app does offer Advance Lane Guidance - however the full change of view does not happen on all junctions, only major ones that we have mapped.

Cheers,

- Cameron at TomTom"
1259,"Ashton Redman",2019-04-03,5," just ad good as a TomTom just easier to uodate no plugging into a computer","en",0,NA
1260,"Jason Booth",2019-07-14,1," After using 1gb of my data it told me I had to pay 4.99 a month after 50 miles. Rip off Britain.","en",0,"Hi there Jason, sorry to hear this

The app should not be using this much data at all. The app only uses mobile data for Traffic (normal navigation is possible via GPS). This equates to about 14 mb per month if you use the app when driving for 2 hours a day.

- TomTom Team"
1261,"victor durzo",2019-10-17,3," Why would I download a 7gb map to my internal memory? There should be an option to store them on the SD card","en",0,"Hi Victor. Thank you for your review. We have forwarded this our developers. ^Adam"
1262,"Barry Paterson",2019-05-09,5," That work around you sent worked a treat thanks, review now reflects the brilliance of the app and the top notch costumer service.","en",0,"Hey Barry - no worries & thanks for updating your review!

Great to hear it's all working now :)

Happy motoring,
- TomTom Team"
1263,"Ian Stephenson",2019-07-09,5," Very good but could do with choice of map colors","en",0,"Hey there Ian

Thanks for taking the time to leave this review and feedback! We're glad that you like the app :)

The map colours feedback has been passed on to our development team 

Happy motoring,
- TomTom Team"
1264,"Gary",2019-12-02,5," Very clear fairly easy to use.","en",8,"Hey Gary, thanks so much for your 5 stars and positive words :) Enjoy using the app! Happy motoring, - TomTom Team"
1265,"Molefe lebohang",2020-01-02,1," This app dont recognise any address. Worst data waste ever","en",0,"Hey Molefe! We are sorry to know that you were not able to navigate some POI. I will forward this feedback to the concerned team- Meanwhile, you can also report on https://www.tomtom.com/mapshare/tools/ If you need any further help, please let us know anytime and you can also contact us on https://uk.support.tomtom.com/app/contact - TomTom Team"
1266,"Nick Lelievre",2020-01-25,5," Thanks for one of the best navigation apps available. Still eagerly awaiting the new version ","en",0,"Thank YOU, Nick, for your 5 star rating! We really appreciate the review, and are sure you'll love the new version :) ^TomTom Team"
1267,"A Google user",2018-11-02,3," App on android is to slow. IOS version much faster.","en",0,"Hi there! Thanks for your feedback :)
Cheers, Becky@TomTom"
1268,"Mircea 069",2019-03-17,1," the weakest mobile gps. when losing the satellite signal lost the route.","en",1,"Sorry to hear you've had some issues while using the app

The app relies on the GPS hardware in your phone. Please download a free app such as GPS Status & Toolbox to check that your phone is getting a valid GPS fix.

If not, please refer to manufacturer. If it is, please contact our support team for help with the app:
tomtom.com/368

- TomTom Team"
1269,"Ashling Forde",2019-05-24,4," Need to add a route planer to the app also maybe a satellite option for looking for petrol etc...","en",0,"Hi Ashling. We've forwarded your feedback to our developers. Thank you for taking out the time to send us your suggestions! - TomTom Team"
1270,"Peter J",2019-08-01,4," Its good, only wish you could do itenery plan like freestanding tomtom units","en",0,"Hey Peter,

Itinerary planning has been re-named, and is essentially just route planning in the app. You can create a route then add multiple stops / avoid certain roads, along with further customization options.

This is possible in the 'Current Route' part of the menu. You can also save routes for future use.

- TomTom Team"
1271,"Jazi",2018-12-17,1," Why this app needs permission to ""make and manage phone calls"" and ""contacts"" ? Deleted even without trying ","en",0,"Hey there, this is so that the app can navigate to contacts. I am sorry to hear that you have since uninstalled the app
:(

- Cameron at TomTom"
1272,"jamie hirst",2019-08-04,3," Alot of speed limits are wrong and where roads have been altered its still giving old directions  great otherwise","en",0,"Hi there Jamie

We're really sorry to hear that you've encountered some out of date speed limits in the mapping :(

Please alert us to these locations via the link below:
https://www.tomtom.com/mapshare/tools/

We'll then be able to get the info included in a future map update!
- TomTom Team"
1273,"Mark Tollafield",2020-02-20,1," Awful when compared to running on an iPhone.","en",0,"Hello Mark - Sorry to hear about the inconvenience caused to you. May I know the exact issue with the app on your iPhone so that I can help you appropriately? ^Allen"
1274,"Dede Elechi",2019-02-14,5," Accurate, reliable, dependable & user friendly","en",0,"Hi Dede

Thanks for the 5 stars! Glad you like the app :D

Happy motoring,

- Cameron at TomTom"
1275,"onebr2",2019-02-05,5," Nice graphics with good voice instructions.","en",0,"Hi there onebr2 & thank you for this 5 star review. Great to hear that you have been enjoying the app!

Wishing you a safe time on the road,

- Cameron at TomTom"
1276,"Robert Deighton-Jones",2019-05-25,1," Very disappointed as I installed the app onto a new phone but once installed the app would not load. I tried four times, any advice?","en",0,"Hi Robert. Could you please uninstall the app and try again. Also try clearing the cache of the app. Please reach out to us https://uk.support.tomtom.com/ if the issue persists. - TomTom Team"
1277,"Manfred Kapot",2019-03-11,5," i love it but have a problem it stopped showing the map","en",0,"Hi Manfred

Thanks for the 5 stars! Sorry to hear that the map has disappeared in this case, though. Please go into the Settings menu and make sure that the right map is selected.

If it's still not showing up, please uninstall then reinstall the app on your phone to get the map working correctly.

Cheers,

- Cameron at TomTom"
1278,"A Google user",2019-01-11,5," Really good, especially with traffic info","en",0,"Hi there!

Thanks for the 5 stars. We're glad you like the app and it's features. The Traffic is definitely a life saver when out on the road!

- Cameron at TomTom"
1279,"Sunu Daru",2018-11-20,1," It's been twice I sent e-mail asking Tom-tom to update the map of Indonesia, but no reply. Real Profesional... 1 Star","en",0,"Hi there! Thanks for the feedback :)
Map errors can also be reported as explained here :- https://bit.ly/1WkgSx2
Cheers, Becky@TomTom"
1280,"Dario Petkovic",2019-12-25,5," Very good accurate navigation.. I love it thanks to tom-tom.. ","en",0,"Hey Dario! Thank you so much for 5 stars! We appreciate your valuable feedback and we are glad to know that you find it easy and accurate to use the TomTom GPS Navigation. If you need any further help ever - Please contact us we would be happy to help you :-) -TomTom Team"
1281,"A Google user",2019-03-29,5," great £14.99 for 12 month... tom tom truck would be great on this app...","en",0,"It's great value isn't it! Thanks for the 5 stars :)

Happy motoring,

- TomTom Team"
1282,"Jomir Ishak",2019-07-22,3," login attemps failed saying internet connection problems but not at all","en",0,"Hey Jomir

Sorry to hear about this - we actually had some server outages on the weekend which has caused issues such as this. 

The problems have since been fixed, so you should be good to go! In case of any further issues, please get in touch with us via www.tomtom.com/368

- TomTom Team"
1283,"cyprian chagwe",2019-10-03,5," Great and useful app. Just thay we have to pay money for it ","en",0,"Hey Cyprian, thanks for the 5 star review! We're glad to see that you've been enjoying the app.

Due to the number of handy features and the functionality of the app, we ask for a small subscription cost. The app is essentially like having a stand-alone sat nav on your phone! For the price we think that's fair.

- TomTom Team"
1284,"S. Arthur",2020-03-08,1," Why do you need a paid subscription for this service? Rip off!!","en",0,"Hi! Sorry to hear about the problem - We request you to please let us know how can we improve. We will work on things to get perfect. ^TomTom Team"
1285,"A Google user",2019-02-02,5," Way too good way better than waze no WiFi just map! =)","en",0,"Hey there!

We think so too - always better having offline navigation ;)

- Cameron at TomTom"
1286,"A Google user",2019-02-28,5," I was abroad and this app was worth its weight in gold because boadband no needed.","en",0,"Great to hear that this helped you out when you were abroad!

Wishing you a safe time on the road,

- Cameron at TomTom"
1287,"NOVA SQUAD 47",2019-05-04,1," tomtom one year purchase failure. and there is no support center .","en",0,"Sorry to hear you've had an issue here

We do have a support team who will be able to help you. You can find the contact page of our web site in the link below:
www.tomtom.com/368

Cheers,
- TomTom Team"
1288,"Donald Sorensen",2020-03-06,1," It wants access to my contacts so i can get to them quickly I NEVER EVER EVER GO TO MY CONTACTS!!!!!!!!!!!!!!!! I go other places but my contacts are never places i go. Ever Ever!!!! I call them. Thats why they are in my phone. So i dont have to drive to them","en",0,"Hey Donald! Sorry to know about the problem - The App requires the contact information as it has a feature to navigate to contacts. ^TomTom Team"
1289,"Predrag Vargovic",2019-02-09,5," Works faster than original on TomTom device.","en",0,"Hi Predrag

Thanks for this positive review. Nice to see that you are enjoying the benefits of the app :)

- Cameron at TomTom"
1290,"LARRY TAN",2020-01-20,5," A longtime Huawei fanboy seeing news that Huawei is using this map soon on its new phones want to download it immediately.","en",0,"Hello Larry! Thanks so much for your 5 stars, we appreciate the review. If you ever need help with using the app, just let us know! Wishing you a safe time on the road. • TomTom Team"
1291,"Glynis Opie",2020-01-19,4," Easy to install and good to use","en",0,"Hey Glynis! Thank you so much for 4 stars! We appreciate your valuable feedback and we are glad to know that you find it easy and good to use the TomTom GPS Navigation. If you need any further help ever - Please contact us we would be happy to help you :-) -TomTom Team"
1292,"Rob Aiano",2018-11-14,5," Gives you a great route and traffic info is very accurate","en",0,"Hi there! We are really pleased you are enjoying the app :D
Safe Travels! Cheers, Becky@TomTom"
1293,"J Adamowicz",2018-12-28,5," Great navigation used for years now keep going with good work ","en",0,"Thank you :)

- Cameron at TomTom"
1294,"A Google user",2018-12-12,5," Tom Tom always clear and easy to use.","en",0,"We think so too ;)

- Cameron at TomTom"
1295,"Tony Leighton",2019-03-05,4," Excellent works as well as TomTom Go full version","en",0,"Hi Tony, thanks for the kind words!

Go Mobile really is a great navigation companion. Drive safe,

- Cameron at TomTom"
1296,"A Google user",2019-03-11,5," works well. good value. easy to set up and use.","en",0,"We're certainly glad about that :)

Thanks for the 5 stars,

- Cameron at TomTom"
1297,"Andrew Nutting",2019-02-14,5," easy to use and worth the £15 per year","en",0,"Cheers Andrew :)

- Cameron at TomTom"
1298,"A Anise",2019-09-17,4," Needs to improve the exact location of the addresses.","en",0,"Hi there,

Thanks for taking the time to leave this review. If you find the app is struggling to find a specific address, please let us know via the link below:
https://www.tomtom.com/mapshare/tools/

We'll be able to get that fixed in a future map update!

- TomTom Team"
1299,"Israel Delport",2020-01-27,5," TomTom.. Great gps tool guys.. I recommended it to install","en",0,"Thanks so much for your 5 stars & recommendation - we appreciate it! ^TomTom Team"
1300,"James Linton",2020-04-17,5," Clear and easy to use","en",0,"Hey there James! Thanks so much for the 5 stars. We're happy if you're happy! Drive safe, ^TomTom Team"
1301,"Graham Marshall",2019-02-10,5," Perfect for Business Trips where navigation is needed.","en",0,"Hi Graham;

That's true - also for vacations, road trips, the daily commute!

Cheers,

- Cameron at TomTom"
1302,"Paul Hodge",2019-05-01,5," have used this on my motorcycle and found as useful as the go 5200 that I have in my car.","en",0,"Hi there Paul, 

The Go Mobile app is indeed a fully fledged sat nav in its own right! Glad to hear it's helping you out.

Wishing you a safe time on the road,
- TomTom Team"
1303,"Suad Salkic",2018-12-22,1," Speed limits in Macedonia and Serbia are wrong. You should not sell the app to our market if you don't update it. The rest doesn't matter. Waste of money.","en",0,"Hi Suad,

Sorry to hear that you have found some incorrect speed limits. Please submit a report using the tool below and we'll get that fixed:

https://www.tomtom.com/mapshare/tools/

- Cameron at TomTom"
1304,"Leanyer Drive",2020-01-23,5," Intuitive, easy to use","en",0,"Thanks so much for your 5 stars! We're glad to hear that you've been getting on well with the app :) ^TomTom Team"
1305,"gareth-john page",2018-09-18,3," You need to be able it input vehicle size as I am a coach driver and this app is set up for cars","en",0,"Hi there! Yes this is a car navigation app so it is not possible to input the dimensions of vehicles such as trucks or coaches. 
Safe Travels :) Cheers, becky@TomTom"
1306,"A Google user",2019-03-01,3," could learn a little from navigon .... could add terrain and place names where you're driving through on mobile app it all in all not to bad","en",0,"Hi there John

Thanks for this review and for your feed back. I will be sure to pass this one

- Cameron at TomTom"
1307,"Dean Pappas",2019-05-10,5," nice app, best GPS app out there! very well done!","en",0,"Hey there Dean :)

Thanks for your 5 star review and for your kind words! It's wonderful to see that you have been enjoying our app.

Happy motoring,
- TomTom Team"
1308,"B Iqbal",2019-07-05,1," tomtom not wotking just loading restarted it and installed it again.","en",0,"Sorry to hear this :(

To fix the issue:
Uninstall app
Log out of Playstore
Delete Android / data / com.tomtom.gplay.navapp & Android / OBB / com.tomtom.gplay.navapp
Open Playstore, log in, reinstall app on internal memory (Not SD Card)
Close all apps in background 
Reboot phone
Reinstall app

That should help! Cheers,

- Cameron at TomTom"
1309,"Andrew Noyce",2019-06-03,4," great app but would like a button which allows to add new roadworks","en",1,"Hi, 
We've forwarded your feedback to our developers. Thank you for taking out the time to send us your suggestions!

- TomTom Team"
1310,"Ibrahim Tiar",2019-12-08,1," why do I have to download the whole continent database, it's pointless... why do I even need I whole continent map, ","en",0,"Hello Ibrahim, we can understand your concern. The app comes with a world map and thus you need to download the complete map. However, we will share your feedback with the concerned team and try to add this in the next update. We welcome your feedback - alternatively if you need help with something just let us know. • TomTom Team"
1311,"Willie Gray",2020-02-05,5," I've always used tomtom products very satisfied!","en",1,"Hey Willie! Great to hear that you've been enjoying the device and that you're a TomTom fan in general :) - if you have any questions about using the app, just let us know! ^TomTom Team"
1312,"Ben Salisbury",2018-12-05,5," great app finally got it working on s9 plus really clear and precise","en",0,"Glad to hear it Ben. Thank you for these 5 stars!

- Cameron at TomTom"
1313,"Dale Blyde",2018-11-30,5," It's one if the better nav apps I've found, better than google maps, syic and Waze","en",0,"Cheers Dale, glad you like it :)

- Cameron at TomTom"
1314,"Tony Stretton",2019-05-30,5," Great sat nav... Wish it worked with Android Auto.","en",0,"Hi Tony,

Thanks for your 5 stars! We're glad you like the app. Thanks for your feedback about Android Auto, we will pass this on

- TomTom Team"
1315,"Mia Vita",2019-06-14,1," GO mobile Android will not connect to TomTOm services using Mobile data","en",0,"Hey Bes, sorry to hear this

So that we can help you out, please get in touch with us via www.tomtom.com/368

Cheers,
- TomTom Team"
1316,"Amit Sharma",2019-09-22,5," Nice handy accurate and easy to understand navigation","en",0,"Thanks Amit! We're glad to see that you've had a 5 star experience

- TomTom Team"
1317,"Nick Wheals",2019-11-29,5," Best sat nav available. Have tried lots, and do a lot of miles. TomTom beats them all","en",0,"Thank you Nick! If you ever need any help regarding the TomTom application - Please let us know on https://uk.support.tomtom.com/app/contact"
1318,"Levent Asman",2019-12-26,3," Hope developer of this application answer my question, i love tomtom but its keep taking me bus lane or restricted road, could you please tell me how could i stop that. I got almost 10 fine!","en",0,"Hello Levent - sorry for the inconvenience caused to you. We're glad you like the app. We request you to report this map error via below link. - https://www.tomtom.com/mapshare/tools/new/mapshare/ • TomTom Team"
1319,"William Powell",2018-09-22,3," Really need updated maps to show roads that are effected by Hurricane Florence.","en",0,"Hi there! Thanks for your review and feedback. The Traffic should pick up any closed or blocked roads too ;)
Safe Travels! Cheers, Becky@TomTom"
1320,"A Google user",2019-03-28,1," claims it needs access to my contacts. won't start with out it. claims it needs access to video and phone!! no way.","en",0,NA
1321,"Stephen Brady",2019-03-24,5," i have got a tomtom 6002 device,it works just aswell as it! save money use this app","en",0,"Hey Stephen! Thanks for the 5 stars. Go Mobile is indeed a very feature rich and dependable app to have on your phone!

Happy motoring,

- TomTom Team"
