"rbr","name","date","stars","review","lang","thumb","reply"
268,"iain banks",2019-02-10,1," Usual poor upgrade from co pilot. Every time there is an upgrade it deletes all of your data. Then won't bring up the correct map. You've got to find files in your phone and delete these to get it to work. oh and now there are no safety cameras on the POI's. Further why can't you answer the feedback...Full ReviewUsual poor upgrade from co pilot. Every time there is an upgrade it deletes all of your data. Then won't bring up the correct map. You've got to find files in your phone and delete these to get it to work. oh and now there are no safety cameras on the POI's. Further why can't you answer the feedback from the reviews below. Do you realise how stupid this make you look!","en",50,"Hello Iain, sorry to hear that you're experiencing this issue. In order to assist you further, can you please contact our Support team at: support.copilotgps.com/en/support/tickets/new letting us know which data you have lost since upgrading and provide us with specific details regarding the correct map not being found? Thank you"
269,"Paul Sabey",2019-06-30,1," This app used to be 5* perfect for my needs as a touring biker and I'd regularly recommend it on the forums. But then they removed rotation lock which is very annoying (glancing down at it to find the map upside down :( ) Now they've removed ability to set your own 'speed profile' and 'road preferen...Full ReviewThis app used to be 5* perfect for my needs as a touring biker and I'd regularly recommend it on the forums. But then they removed rotation lock which is very annoying (glancing down at it to find the map upside down :( ) Now they've removed ability to set your own 'speed profile' and 'road preferences' thereby losing more key features for bikers. So, unless / until these features are restored, I just can't recommend this app for bikers. Sorry.","en",28,NA
270,"A Google user",2018-10-04,2," Worked great until about 6 months ago. Since then has intermittent issues with orientation (reverting to North up when having route up selected), driving off the screen (not keeping up with my position), losing my position. Have tried wiping and reinstalling, no luck. Use Google maps fine, so can't ...Full ReviewWorked great until about 6 months ago. Since then has intermittent issues with orientation (reverting to North up when having route up selected), driving off the screen (not keeping up with my position), losing my position. Have tried wiping and reinstalling, no luck. Use Google maps fine, so can't be a GPS sensor issue. Using a galaxy S7 (non-edge). Wouldn't recommend any more. A pity as was a great offline system for a few years.","en",0,"Hello, we are really sorry . The issue you are reporting could be related to the use of the wrong user id.
In order to allow our support team to investigate the issue and provide you with the best technical assistance, could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6?
Thank you very much!"
271,"Ainslie Johnson",2019-06-04,1," I bought this app thinking it would provide good navigation when towing a caravan. Despite setting up the correct parameters for our rig I've been sent on routes down single track roads with tight corners rather than caravan friendy routes. very disappointed. It is little better than the TomTom Go a...Full ReviewI bought this app thinking it would provide good navigation when towing a caravan. Despite setting up the correct parameters for our rig I've been sent on routes down single track roads with tight corners rather than caravan friendy routes. very disappointed. It is little better than the TomTom Go app I was previously using. I'd like a refund please. Update: I rasied the issue with their support 2 days ago but have had no response yet.","en",2,"Hi Ainslie, thanks for your review. Sorry to hear you are having issues with the routing in CoPilot. To allow our support team to provide you with the best technical assistance, could you please send a request including your CoPilot ID? at https://goo.gl/trBXr6"
272,"Donald Brashears",2019-09-08,1," routing is ok but est eta is way out kilter. use to be accurate but app changes destroted that. Use to have ability to set speeds for different type of road. Could be pretty accurate. That went out the window when app changes were made. May work for UK but not in the USA. On average 1-2 hours off on...Full Reviewrouting is ok but est eta is way out kilter. use to be accurate but app changes destroted that. Use to have ability to set speeds for different type of road. Could be pretty accurate. That went out the window when app changes were made. May work for UK but not in the USA. On average 1-2 hours off on eta's. It would be useful to have your mile marker and highway on the screen. There are times info needed to report accidents/emergencies to 911 personnel and info not available.","en",2,"Hi Donald, We're always looking to improve your experience. Any specific incident we can look into for you? Let us know by reaching out to https://goo.gl/trBXr6"
273,"beans n'burger",2019-08-09,3," I can no longer split screen the app, which I do with Google maps for a satellite view. the travel time for a 308m drive is not 48hrs. going back to the old version, the new one is terrible for commercial driver use figured out how to fix the route timing. go into ur profile settings and set ur gove...Full ReviewI can no longer split screen the app, which I do with Google maps for a satellite view. the travel time for a 308m drive is not 48hrs. going back to the old version, the new one is terrible for commercial driver use figured out how to fix the route timing. go into ur profile settings and set ur govenor speed. basically the limit the vehicle can do or what u want to set it to be. I set mine 5 below my truck max, so I know I'll gain a bit of time on interstates","en",2,"Thanks for your feedback. We’d like to know the details of the problem you mentioned. Please send the details or screenshot to https://goo.gl/trBXr6. We'll pass it along to our development team and see if there is any way we can improve it."
274,"jon doh",2019-08-22,3," pro: Of the nav apps that I've tried, this is the only one that gives distances in tenths of miles rather than yards. Nice to be able to correlate directions w/ my car odometer con: App won't work if map hasn't been updated. Can't use stored offline map. Choice is either update right then or use a d...Full Reviewpro: Of the nav apps that I've tried, this is the only one that gives distances in tenths of miles rather than yards. Nice to be able to correlate directions w/ my car odometer con: App won't work if map hasn't been updated. Can't use stored offline map. Choice is either update right then or use a different app. Not a good thing if you don't open the app until you're already on the road and have no WiFi.","en",2,"To assist with this issue, it would be helpful to have a little bit more information. Can you send any screenshots related to the issue along with your device details at https://goo.gl/trBXr6? Thanks."
275,"Visiting Places",2020-01-30,2," Missing a lot of map info 3 out of 5 searches has no results but Google maps finds it no problem. And needs a more detailed rv side for info like 5th wheel and travel trailer not just motor coaches.","en",0,"That doesn't sound right! Can you give us more information at https://goo.gl/trBXr6 so that we can investigate."
276,"Alan Morrall",2019-02-14,2," A step backwards! This was my favourite satnav app, the No1! The ""update"" hasn't improved a brilliant app. Please put back the heads up (North up is rubbish) and Caravan (I drive a flatbed truck for work sometimes) options, please please? Still love the app it's just not as good 4.5 stars  PS okay leave the caravan, just put back the Heads Up option","en",5,NA
277,"Tony Brown",2019-08-16,5," Brilliant app that has never let me down after using it for 2 years . I got this app for one reason and that was for the caravan profile, but at the last software update that profile was taken off and after contacting the support center they informed me that that profile has been taken off to be mad...Full ReviewBrilliant app that has never let me down after using it for 2 years . I got this app for one reason and that was for the caravan profile, but at the last software update that profile was taken off and after contacting the support center they informed me that that profile has been taken off to be made a stand alone app which i would have to pay for. But i payed for it in the app i still have why should i pay again . This app is coming off my phone which is a shame because it is a great app.","en",2,NA
278,"cesare perrina",2019-02-17,3," Could be better but then it could also be worse. You really have to pay attention to the voice instructions and have a good eye on the map. M23 northbound is an example, when you want to travel clockwise on the M25 it gives you visual and voice instructions to use any of the 2 right lane and then an...Full ReviewCould be better but then it could also be worse. You really have to pay attention to the voice instructions and have a good eye on the map. M23 northbound is an example, when you want to travel clockwise on the M25 it gives you visual and voice instructions to use any of the 2 right lane and then and then keep left to join the M25. It should be giving you the instructions to keep in the left lane and not middle or right lane. Middle is to stay on M23 and anti clockwise M25, right is for M23.","en",1,NA
279,"Karol Pawlik",2018-09-24,2," After I make wrong junction, app can't calculate new route as soon as I except it, which is unacceptable in paid app. Otherwise not showing traffic properly (which is extra paid) and cheating about lane, junction closures. Nothing about roadworks. Not worth the money. I am not happy with it. REFUND ...Full ReviewAfter I make wrong junction, app can't calculate new route as soon as I except it, which is unacceptable in paid app. Otherwise not showing traffic properly (which is extra paid) and cheating about lane, junction closures. Nothing about roadworks. Not worth the money. I am not happy with it. REFUND PLEASE. Also app doesn't notifying anything about avarage speed control checks which is shocking - paid app hahaha. And I'll not contact your support team as I am not your beta tester or something. You done paid app. You should know how to do it. And you don't know how to do it. You know only how to charge money.","en",0,"Hi Karol, Sorry to hear about your experience using CoPilot. We'd like to understand more about your experience using CoPilot. Can you please contact our Support team at: support.copilotgps.com/en/support/tickets/new with your feedback, so we can try and assist you further. Thank you."
280,"Paul Carr",2019-03-25,3," Struggled to get this installed as it failed after the permissions ""unable to complete activation (error 726)"" However after un-installing and re-installing it worked. Maps are downloaded all I have to do now is manually input all my favourites as the ""BACKUP"" still didn't work on the old CoPilot Pr...Full ReviewStruggled to get this installed as it failed after the permissions ""unable to complete activation (error 726)"" However after un-installing and re-installing it worked. Maps are downloaded all I have to do now is manually input all my favourites as the ""BACKUP"" still didn't work on the old CoPilot Premium! I'll keep you posted on developments. Update Everything up and running again although for some reason a bit ""clunkier"" than before most noticeable when you zoom out.","en",6,"Hello Paul, 

You can to manually backup you data to avoid any lost.

The  error 726 relates to installation issue and requires deleting Data and Cache of of both Google Services and Google Play Store.

Please use the link below and someone from our Support Team will assist you further with this.

https://goo.gl/trBXr6?

Thank you"
281,"paul steel",2019-05-05,1," Where has the ability to set my personal road speeds gone? How am I supposed to get an accurate ETA now? Not good at all, have used copilot for years, bring it back! Update 03/05/19 app won't open now after latest update, tried clearing the cache but no difference, no doubt I'll have to delete and r...Full ReviewWhere has the ability to set my personal road speeds gone? How am I supposed to get an accurate ETA now? Not good at all, have used copilot for years, bring it back! Update 03/05/19 app won't open now after latest update, tried clearing the cache but no difference, no doubt I'll have to delete and reinstall it, not the first time it's happened. Further update, reinstalled app and maps, still won't open.","en",29,"Hi Paul,

Thank for your review.

Please use the link below to directly contact our support team and someone will assist further and answer all the questions you might have.

https://goo.gl/trBXr6 

Regards,"
282,"Brian Martin",2019-06-06,3," Definitely not the best of sat nav apps, was free but now have to subscribe for the caravan app which was in the original app bought maps for this but only can use for car now. The sat nav itself can at times take you some weird and wonderful routes which in review you could've drove a quicker and s...Full ReviewDefinitely not the best of sat nav apps, was free but now have to subscribe for the caravan app which was in the original app bought maps for this but only can use for car now. The sat nav itself can at times take you some weird and wonderful routes which in review you could've drove a quicker and shorter route. I will be looking for a better app and a more reliable service who is not going to take part of it away after you have bought the maps for it from them.","en",0,"HI Brian, thank you for providing your valuable feedback. Please reach out to us at https://goo.gl/trBXr6, if you have other suggestions or any questions?"
283,"Barry Sunley",2019-06-15,5," Love it. Accurate directions. Clear guidance and does NOT need a phone or net connection except for traffic updates which is real bonus in out of the way places. It's a bit prone to strongly favouring main roads rather than B roads, although some users might like that. Only real downsides for me is ...Full ReviewLove it. Accurate directions. Clear guidance and does NOT need a phone or net connection except for traffic updates which is real bonus in out of the way places. It's a bit prone to strongly favouring main roads rather than B roads, although some users might like that. Only real downsides for me is that it's not as good as waze for spotting and rerouting around traffic, and not as good as google maps for finding local services. In all other respects, I think its much more thoroughly developed.","en",4,NA
284,"Chris Grangeaud",2019-07-12,1," looks like after being a paid subscriber forever, that I now need to pay AGAIN for use if I want the RV specific information? money grab?     UPDATE: Tried to download the Caravan/RV feature..failed. Emailed support and they advised to uninstall and reinstall, so I tried...failed (twice). Created a ...Full Reviewlooks like after being a paid subscriber forever, that I now need to pay AGAIN for use if I want the RV specific information? money grab?     UPDATE: Tried to download the Caravan/RV feature..failed. Emailed support and they advised to uninstall and reinstall, so I tried...failed (twice). Created a new account....still failed. All I get is Bike, car, walk and motorcycle. This app is now a complete Gong Show. Tech support refunded my money. I'm now left no choice bu to buy a dedicated Garmin GPS Nav for RV. Too bad...I really like CoPilot and bought a tablet to use it in my motorhome.  IRV2 website discussions are similar to my experience.  Update: And the comedy of errors continues. Tried that link for support and it comes up as ""invalid"". LOL.  Now down to 1 star. Sygic iRV s the way to go now. They have a zero-drama app that is what copiolt USED to be. Since Trimble took over, Copilot is a joke.","en",0,"Hi Chris, thanks for your review. Please contact our support team via https://goo.gl/trBXr6. We will assist you with your questions. Thank you!"
285,"Nathan Wylie",2019-07-30,2," having used copilot on a handheld scanner decided to buy this app to use. I've found it to be dissapointing. There is no option to add a dwell time between stops to give an accurate time of the trip. also when putting in stops there are no options of adding notes so when you put in a postcode the st...Full Reviewhaving used copilot on a handheld scanner decided to buy this app to use. I've found it to be dissapointing. There is no option to add a dwell time between stops to give an accurate time of the trip. also when putting in stops there are no options of adding notes so when you put in a postcode the stop just gives u the postcode which just adds time and inconvenience to you. waste of money. found far better apps that use. poor show copilot","en",1,"Hi Nathan, We'll look into this issue for you. Please send us a note at https://goo.gl/trBXr6 so that we can follow up.
Thank you!"
286,"A Scott",2019-10-03,4," Good: Map download sizes are small compared to other vendors. Automatic driving mode with alerts. Easily understandable navigation view. Backup option. Decent: Semi-occasional lane guidance. Fair amount of settings. Bad: Occasionally navigates to dead-end roads and road closures. Cannot report closu...Full ReviewGood: Map download sizes are small compared to other vendors. Automatic driving mode with alerts. Easily understandable navigation view. Backup option. Decent: Semi-occasional lane guidance. Fair amount of settings. Bad: Occasionally navigates to dead-end roads and road closures. Cannot report closures/obstructions. Odd address input (why can't 'All Categories' be the default?). Bad at finding named buildings such as apartment blocks. Cannot access settings unless a map is downloaded first.","en",4,NA
287,"Dennis Tomlinson",2020-02-07,1," Couldn't get past the password prompt trying several different combinations that was correct with their password requirements. Might have been my Gmail account. Some bullshitters don't recognise a Gmail account!","en",0,"Hi Dennis! We apologise for the difficulties you experienced while registering with us. If you would like some assistance or additional information, please contact us via https://goo.gl/trBXr6 and we will be happy to help you further."
288,"Dave Fuss",2020-02-11,1," Australia maps out of date and then they used old data, not confident enough to actually purchase and at $22 per year is a bit steep.","en",0,"Hi Dave, Thanks for your review! This doesn't seem right? We want to take a closer look at this for you. Please send a note to https://goo.gl/trBXr6 so we can connect."
289,"Tim Daniel",2020-02-20,2," Hi, app wasn't for me. Much better experience using google maps and pre checking any roads that didnt look appropriate to drive on. Have tried to get in contact regarding a refund but gettinf no response so hoping i hear something from this","en",0,"Hi Tim! Thanks for your review. We would appreciate it if you could send us the details at https://goo.gl/trBXr6 so that we can follow up?"
290,"Michael Clark",2019-04-25,1," I can understand why it is said God is your Copilot...because you will be praying you will get to your destination using this app. going to lake hartwell state park in South Carolina using this app, the app couldn't even find the park. I had to manually enter the coordinates into the app. the app di...Full ReviewI can understand why it is said God is your Copilot...because you will be praying you will get to your destination using this app. going to lake hartwell state park in South Carolina using this app, the app couldn't even find the park. I had to manually enter the coordinates into the app. the app directed us through small super curvy tight turn road when an easier state route was nearby. had other problems throughout the trip. judge for yourself...but be very leery of this app.","en",3,"Hi Michael, We are sorry you encountered problems with CoPilot. Please contact our support team at support.copilotgps.com/support/tickets/new with the specific details of your issue for further assistance. 
Thank you!"
291,"Hans Kloss",2019-03-18,5," Got prompted to update map of Canada, after update map of Canada is empty, all I got is red dot on blank screen, did not do it on my tablet and still have the map in tact. I will give 5 after I will get back my map. Edit: I fixed this problem by uninstalling copilot and reinstalling it, that's why I...Full ReviewGot prompted to update map of Canada, after update map of Canada is empty, all I got is red dot on blank screen, did not do it on my tablet and still have the map in tact. I will give 5 after I will get back my map. Edit: I fixed this problem by uninstalling copilot and reinstalling it, that's why I changed the rating to 5*","en",0,"Hello Hans, we are really sorry to hear that you are having issues with our app and we'd like to know more about your experience. 
In order to allow our support team to investigate the issue and provide you with the best technical assistance, could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6?
Thank you very much!"
292,"Tom Lacetera",2019-04-29,5," so far it has worked great. i only wish i understood all the features better. plus i cant figure out how to turn the voice directions on so i can hear where to turn and other important directions. but as far as keeping my truck and travel trailer on the appropriate roads it has worked great.","en",1,NA
293,"A Google user",2019-11-12,1," I used to like this but the routing prefs have been removed in favour of a new algorithm. The way it finds addresses is utter rubbish. Just tried to find a bar in our town (with the street name & postcode) and it wanted to send me to different city 40 miles away. So, I used the internet search and t...Full ReviewI used to like this but the routing prefs have been removed in favour of a new algorithm. The way it finds addresses is utter rubbish. Just tried to find a bar in our town (with the street name & postcode) and it wanted to send me to different city 40 miles away. So, I used the internet search and that couldn't find the bar either. Had to use Maps which found it straight away.","en",4,"Dear Customer, please submit a support ticket with the information details of the routing issue you are experiencing in CoPilot for investigation. Thank you!
https://goo.gl/trBXr6 Regards,"
294,"Krzysztof Obroca",2019-01-16,1," I was using this app for five years. Every update making it worse. Recently I notice that you removed most important feature (for me) , which is chosing which type of road I prefer and which I want go avoid. Now i can choose betwen fastest of shortest. So at the moment your app is much worse that go...Full ReviewI was using this app for five years. Every update making it worse. Recently I notice that you removed most important feature (for me) , which is chosing which type of road I prefer and which I want go avoid. Now i can choose betwen fastest of shortest. So at the moment your app is much worse that google maps, because they are free, you dont have to download country map and they've got better trafic uptade. Btw. Why you removed drag and drop feature in route planing ? That was brilliant feture .","en",3,"Dear Customer. 

Thank you for your review. 
If you wish to contact us directly, please use the link below  to get in touch with our Support Team.

https://goo.gl/trBXr6 and 

 Regards."
295,"Terry Bates",2019-03-05,1," Migration to this app doesn't work. The documentation from the 10.9 app to this is poor. This is currently 10.10. You migrate by taking a backup. In words only. Then if you have bought two regions it says you need to contact them to facilitate. That's probably due to the migration not working for tw...Full ReviewMigration to this app doesn't work. The documentation from the 10.9 app to this is poor. This is currently 10.10. You migrate by taking a backup. In words only. Then if you have bought two regions it says you need to contact them to facilitate. That's probably due to the migration not working for two regions ?. Given it doesn't work for one region then we havent got to that spot yet. It does know what regions you have bought thou. Just can't imports previous destinations. Read other reviews.","en",4,"Hello Terry,  we'd like to know more about your experience with CoPilot.
Could you please send a request including your CoPilot ID, at https://goo.gl/trBXr6 and explain where you see any fault?
Thank you very much!"
296,"Alex Weaver",2018-11-08,4," Far better than Google maps, actually gives clear instructions and with enough advance warning to be able to follow them. (Nothing like Google Maps suddenly deciding to change the route mid-drive, then telling you to take a motorway exit in 100 yards which you can't do because there's traffic to the...Full ReviewFar better than Google maps, actually gives clear instructions and with enough advance warning to be able to follow them. (Nothing like Google Maps suddenly deciding to change the route mid-drive, then telling you to take a motorway exit in 100 yards which you can't do because there's traffic to the left...!) It would be nice if you could add points of interest to the route calculator. If I want to have a day out at a castle, it'd be nice to be able to just enter the landmark name and have CoPilot find it, rather than needing to look up an address beforehand. It would also be nice if you could zoom the map out a bit more, sometimes when stopping it's nice to zoom out and see and overview of the entire route, but you can't do that with CoPilot as the app doesn't let you zoom the map out very far. Besides that, great app.","en",1,NA
297,"John Schaefer",2019-04-03,3," I really liked CoPilot before I changed to a Android phone. Apparently the license i had would not carry over to my new phone. i renewed my license but it still doesn't work. Guess I can only use it on my iPad. it works great on my ipad but it's to bulky to carry sometimes. other than that, it's a g...Full ReviewI really liked CoPilot before I changed to a Android phone. Apparently the license i had would not carry over to my new phone. i renewed my license but it still doesn't work. Guess I can only use it on my iPad. it works great on my ipad but it's to bulky to carry sometimes. other than that, it's a great program. I'd upgrade to the RV version since you removed it from my version but I dont see where you've credited a current owner for the RV version.","en",1,NA
298,"Mike Roda",2019-04-01,5," This has improved so much since it first was available as a app. It had so many problems at first that I ended up going with a Garmin Dezl. I would always update the copilot & have it as a backup. These last few years this has become my go to GPS. I love this GPS it has very many tweaks that the dri...Full ReviewThis has improved so much since it first was available as a app. It had so many problems at first that I ended up going with a Garmin Dezl. I would always update the copilot & have it as a backup. These last few years this has become my go to GPS. I love this GPS it has very many tweaks that the driver can set for parameters. Great Job!","en",6,NA
299,"Andy Millington",2019-07-25,2," For years great app, now useless to me. App had vehicle routing profiles so you could rank the types of roads that you'd prefer to favour or avoid. Someone in their wisdom decided to remove this great feature. Now its basic: Shortest/Quickest or avoid Toll roads. Absolutely useless. I've been dragge...Full ReviewFor years great app, now useless to me. App had vehicle routing profiles so you could rank the types of roads that you'd prefer to favour or avoid. Someone in their wisdom decided to remove this great feature. Now its basic: Shortest/Quickest or avoid Toll roads. Absolutely useless. I've been dragged down some tiny winding steep roads in my car. If i go out on my small M/C I want to stick to tiny roads, but the app is trying to take me onto motorways & Fast A roads. Just using Google Maps now :-(","en",3,"Thanks for your feedback. We’d like to know the details of the problem you mentioned. Please send the details or screenshot to https://goo.gl/trBXr6. We'll pass it along to our development team and see if there is any way we can improve it."
300,"Thomas Timbul",2019-08-30,1," Licenses from previous purchases not honoured. I bought a license for the Western Europe app before, allowing me to use the entirety of Western Europe. In this new one that is reduced to 3 regions, so I can't even drive from the UK to Germany, as that would require 4! At the same time various small ...Full ReviewLicenses from previous purchases not honoured. I bought a license for the Western Europe app before, allowing me to use the entirety of Western Europe. In this new one that is reduced to 3 regions, so I can't even drive from the UK to Germany, as that would require 4! At the same time various small niggles (e.g. show me the extra time cost of avoiding tolls per trip please) have still not been addressed. Greed is killing CoPilot, it seems.","en",5,NA
301,"Michael O'Leary",2019-10-24,5," Excellent Navigation Software! While it is not as feature rich as Waze or GMaps (it does have an active traffic service) It's main feature is that it requires no data service to function as all the mapping is locally stored. This may make the maps a little less current as far as stores and locations...Full ReviewExcellent Navigation Software! While it is not as feature rich as Waze or GMaps (it does have an active traffic service) It's main feature is that it requires no data service to function as all the mapping is locally stored. This may make the maps a little less current as far as stores and locations but if you need to get from point A to point B and you have a limited data package or bad reception to cell towers this app is a life saver. Missing Android Auto support though.","en",2,NA
302,"Phill Coglan",2019-11-01,2," Has been a good app that I've used for the last seven years or so. I've bought UK, then Europe, then Africa and finally Australasia. It's added up over time, but has been worth it, mainly for the off-line maps. Now however, I'm being asked to buy ""Maps of the World"" for another £26, just to get the ...Full ReviewHas been a good app that I've used for the last seven years or so. I've bought UK, then Europe, then Africa and finally Australasia. It's added up over time, but has been worth it, mainly for the off-line maps. Now however, I'm being asked to buy ""Maps of the World"" for another £26, just to get the northeast of Canada. It seems I can't buy individual regions any more, so now must buy all the maps I've already purchased. Not happy!! UPDATE: Thanks for the link asking me to raise a ticket. I've already done this, but have restarted it to hopefully get a more acceptable response.","en",3,"Hello Phill, sorry about the issue. We would like to help. Please contact us at https://goo.gl/trBXr6"
303,"AlinHerts",2019-11-12,1," I have had this app for years. I chose it because of the rv feature that I could use when towing my caravan. They have now removed this feature and want me to pay again in order to get back to a feature that I already had. If you choose this app, be aware that they may charge you again if they chang...Full ReviewI have had this app for years. I chose it because of the rv feature that I could use when towing my caravan. They have now removed this feature and want me to pay again in order to get back to a feature that I already had. If you choose this app, be aware that they may charge you again if they change the features. A great product ruined by greed.","en",3,"Hello, thank you for contacting us. In order to assist you further, can you please contact our Support team with your CoPilot ID at: support.copilotgps.com/en/support/tickets/new so that we can provide a detailed response. Thank you"
304,"Jason Scott",2019-12-10,3," Clumsy. Needs to be streamlined. Needs satellite photo access as well. Update: The ability to plan a starting point without currently being there. Can not get rid of the ""unauthorized road, or restricted road warning"", touch and hold to set a point (the tap is clumsy because it seems to be looking f...Full ReviewClumsy. Needs to be streamlined. Needs satellite photo access as well. Update: The ability to plan a starting point without currently being there. Can not get rid of the ""unauthorized road, or restricted road warning"", touch and hold to set a point (the tap is clumsy because it seems to be looking for an address), a basic street/city/ state search from map screen, setting multiple points needs 1-?, you have to set last first and route 2-? next. Night mode?","en",1,"Hi Jason, thanks for providing feedback about CoPilot's routing. Please submit a support ticket to https://support.copilotgps.com/support/tickets/new with all the information details of the issues you have experienced for investigation. 
Thank you!
https://goo.gl/trBXr6."
305,"AnonE Mouse",2019-11-18,1," I've had this for years before Trimble bought them. Every time I open the old app it nags me to upgrade. Yet I constantly get ""Could not connect to the server; please check your settings and try again"" So I downloaded and installed this latest version, only to be told ""wrong username or password"". I...Full ReviewI've had this for years before Trimble bought them. Every time I open the old app it nags me to upgrade. Yet I constantly get ""Could not connect to the server; please check your settings and try again"" So I downloaded and installed this latest version, only to be told ""wrong username or password"". I've clicked the Forgot Password link 15+ times but yet to receive the email to reset the app password. I've opened a support case (163753 ) but I'm not holding my breath. I used to be a very vocal advocate for this app but no longer.","en",12,"This doesn't seem right. We have taken a closer look at your support ticket. Please follow up with the technical support agent. 
 And, please review the rating if you are satisfied and happy with our CoPilot App.
Thank you!"
306,"Michael Barnett",2020-02-27,4," Great system. Could use a little more control over the map to zoom out farther. Amazingly accurate.","en",0,NA
307,"Keith Schumaker",2019-06-20,1," still no rv settings, I bought this app for towing my travel trailer and the height settings. now it looks like i have to go buy a dedicated rv gps and have another device hanging from my windshield. I would have recommended this app a year or so ago but not anymore. I try installing once every coup...Full Reviewstill no rv settings, I bought this app for towing my travel trailer and the height settings. now it looks like i have to go buy a dedicated rv gps and have another device hanging from my windshield. I would have recommended this app a year or so ago but not anymore. I try installing once every couple months to see if the settings come back but they never do. You would think they would fix this just to stop the many one star reviews from ex happy customers.","en",3,"Hi Keith, thanks for your review. Your suggestion has been passed onto our developers. At this moment, unfortunately, we are unable to guarantee if and when this will be implemented. 
If you have a few minutes, please tell us a little bit more about what you think. Here is the link to the survey: https://goo.gl/ABXDLy"
308,"Jim Mellema",2020-02-12,1," I just installed copilot on my new android phone. The RV setup is gone! I bought and paid for RV, and the selection is not there. I contacted support, they told me toughshit, the probramable rv profiling is gone.","en",1,"Hello Jim, can you please contact our Support team at: support.copilotgps.com/en/support/tickets/new so we can address your concern personally. Thank you"
309,"Sal M",2019-07-30,3," I was very disappointed the RV/Caravan feature that was formerly in the app (when I paid for a premium lifetime subscription) was enhanced and made a time-limited subscription feature. After leaving my original review, the developer contacted me and I was given a complimentary year subscription. Whi...Full ReviewI was very disappointed the RV/Caravan feature that was formerly in the app (when I paid for a premium lifetime subscription) was enhanced and made a time-limited subscription feature. After leaving my original review, the developer contacted me and I was given a complimentary year subscription. While not ideal, im thankful for the attempt to make it right, therefore I have upgraded my review as of 7/29/19. As far as the app itself, it is very good for RV navigation.","en",71,"Hi Sal,

Thank you for your review and we understand that this can be frustrating.

Please use the link below to contact our Support Team directly and someone will be able to assist you better with this.

https://goo.gl/trBXr6

Regards,"
310,"Tony Russell",2019-03-07,2," Safety Camera warnings may not automatically load. Follow the instructions below to make it Work. Do a manual backup of the saved destinations; and to follow the instructions to re-install it; and to make sure that the com.alk.folder.* has been removed from any of these locations, before downloading...Full ReviewSafety Camera warnings may not automatically load. Follow the instructions below to make it Work. Do a manual backup of the saved destinations; and to follow the instructions to re-install it; and to make sure that the com.alk.folder.* has been removed from any of these locations, before downloading and installing CoPilot again: Internal Memory sdcard sdcard/andorid/data","en",1,NA
311,"ricky ho",2019-03-09,1," Absolutely shameless update!! Locked the search function unless you pay on the last update. Which is a complete ""DICK MOVE""!! I use this app for last few year but I now remove this app and never come back. The people who do this kind of thing down grade and cheating for money can ""kiss my ass"" and h...Full ReviewAbsolutely shameless update!! Locked the search function unless you pay on the last update. Which is a complete ""DICK MOVE""!! I use this app for last few year but I now remove this app and never come back. The people who do this kind of thing down grade and cheating for money can ""kiss my ass"" and hope they will burn in hell forever!!","en",23,NA
312,"Michael Acott",2019-06-03,3," I like this app as it works with the downloaded maps but the new search internet facility using Yelp is rubbish. It can't find many places or locations. It defaults to searching nearby and requires you to name a city. When internet searching you should be able to enter a destinstion eg a pub somewhe...Full ReviewI like this app as it works with the downloaded maps but the new search internet facility using Yelp is rubbish. It can't find many places or locations. It defaults to searching nearby and requires you to name a city. When internet searching you should be able to enter a destinstion eg a pub somewhere in the UK and offer you a list of choices. This is the norm. It used to work well when it used Google as Google has more search data.. Please revise the internet search facility to Google.","en",0,"Hi Michael, thanks for your review. With regards to the Yelp search-engine, we are sorry if it's not performing as you would expect. Our developers are actively working on making CoPilot less dependent on third party providers to improve app performance. Questions? You can contact us by going to: https://goo.gl/trBXr6"
313,"Robert Widdicombe",2019-07-08,1," I bought CoPilot, plus the UK map, a few years ago and it worked perfectly. Now, suddenly, an update and a new policy is trying to extort me for a subscription to use what I've already paid for. I'm not sure if that's even legal. To be clear: I don't want traffic or any real-time this-and-that, I ju...Full ReviewI bought CoPilot, plus the UK map, a few years ago and it worked perfectly. Now, suddenly, an update and a new policy is trying to extort me for a subscription to use what I've already paid for. I'm not sure if that's even legal. To be clear: I don't want traffic or any real-time this-and-that, I just want to use the product with the features it had when I bought it.","en",1,"Hi Robert! Sorry for the issue you are experiencing with your account? Please contact our support team via https://goo.gl/trBXr6 and we will assist you."
314,"Faress Hashem",2019-08-12,4," I was using the copilot truck GPS app, the update made me download this one and I cannot use the other one. I had saved everything with the cloud and transferred it to this app. What is really annoying me is that all these trips I put in, for some reason it shows long ass hour. Like 4 hour trip show...Full ReviewI was using the copilot truck GPS app, the update made me download this one and I cannot use the other one. I had saved everything with the cloud and transferred it to this app. What is really annoying me is that all these trips I put in, for some reason it shows long ass hour. Like 4 hour trip shows it'll take 13 hours nd so on, so just having trouble planning trips with that error","en",3,NA
