"rbr","name","date","stars","review","lang","thumb","reply"
16032,"Man Az",2016-08-07,5,"GPS issue I love this map the way back from my old nokia phone","en",0,NA
16033,"Aftab Bugti",2016-08-04,1,"where is pakistan in here app Add Pakistan in here maps please","en",0,NA
16034,"A Google user",2016-08-11,4," An excellent application, I have been using it for more than 5 years, I love it","en",0,NA
16035,"QUN YONG HU",2016-07-31,5,"Best offline maps!!! The best map if you traveling outside of home country.","en",0,NA
16036,"Harikrishnan EM",2016-08-20,5,"Best offline map. I love it. Nice performance.","en",1,NA
16037,"Luka Petrovi?",2016-08-05,4,"Forced portrait on map Everything is great but the whole app shoud auto rotate.","en",0,NA
16038,"matt ramsey",2016-08-12,5,"Using it to the full Great to use offline for our road trip through Spain and Portugal.","en",0,NA
16039,"azhari karim",2016-07-30,5,"Best offline map Rated 5 stars for its search simplicity and detailed information available from the map","en",0,NA
16040,"Jini O'Flynn",2016-07-30,5,"Very reliable and easy to follow. Tried other apps and didn't like them as well.","en",0,NA
16041,"???? ?????",2016-07-28,5,"Amazing but... Please add a feature that makes you able to change the display language.","en",0,NA
16042,"giovanny ortiz",2016-08-19,5,"Map Great tool to find your way..","en",1,NA
16043,"Ullhas Reddy",2016-07-28,5,"Amazing Have been using this app on Nokia Lumia as well as on Android. Accurate locations","en",0,NA
16044,"Goran Babic",2016-08-05,4," Nice but not good like in windows phone","en",0,NA
16045,"thanvi shahid",2016-08-14,2,"No map for Pakistan Why no map for Pakistan, world's 6 the most populous country!","en",0,NA
16047,"Brian Moore",2016-07-30,4,"Great Sat Nav 99 times out of 100 it's good","en",0,NA
16048,"Richard Christenson",2016-08-19,5," The best offline map....yet need some more updated routes like google","en",0,NA
16049,"Vibhu Pranshu",2016-09-09,4," best maps, but sometimes shows wrong directions..","en",0,NA
16050,"Tor Ivan Boine",2016-08-08,1," Doesn't support landscape? Makes it pretty useless for me","en",0,NA
16051,"Vahid Shaikh",2016-08-02,5,"Offline mode its really Worked","en",1,NA
16052,"Mohsen Sa",2016-08-03,1,"Whyüò£üò†? Why delete Iran's map? (offlin","en",1,NA
16053,"Milos Djordjevic",2016-07-31,1,"Storage It isn't posible to store maps on SD card..","en",0,NA
16054,"Shashank Amitabh",2016-08-03,5,"Best offline map & routes. It's simply the best offline map & hand held routes guide there is. Period.","en",0,NA
16055,"Dinh Hung Le",2016-08-08,1,"Location Cannot detect my location.","en",0,NA
16056,"Daniel Dicker",2016-08-06,3,"Not bad Some speed limits are wrong","en",0,NA
16057,"Patrick Barnes",2016-08-05,5,"One of the best apps I love this app because it gets me there and back","en",0,NA
16058,"Aaditya Tamhankar",2016-07-30,4,"Very helpful app The app is very helpful. But GPS is not working after updated the app..","en",0,NA
16059,"Elizabeth Sanchez",2016-07-30,5,"Loved it! The offline saved me many times and it's so easy to use!","en",0,NA
16060,"Saad Al-Anazy",2016-08-03,4," Can't install Korea maps  !!!! Not available in store","en",0,NA
16061,"SHISHIR KUMAR BANERJEE",2016-07-27,5,"Awesome Loved Nokia Maps and loved this version too, thanks dev team and Nokia..","en",0,NA
16062,"Davinder Pratap Singh",2016-07-28,3,"not working ""couldn't download"" maps download section not working","en",0,NA
16063,"raden kuncoro",2016-07-28,4,"Thanks This is very useful..., I think this is best offline maps ever","en",0,NA
16064,"Rhohman Abunawar",2016-07-29,5,"Excellent First use in Lumia, and then always use as navigation and public transport information","en",0,NA
16065,"A Google user",2016-07-28,1," Google Map is still way better","en",1,NA
16066,"Marko Mester",2016-07-29,5,"Very good! I like it so much fun it is free and offline.","en",0,NA
16067,"Ramzan Ahmad",2016-07-28,4," Can I download map of pakistan?","en",0,NA
16068,"Nina Lynn Nordick",2016-08-02,2,"Here we go... Hey its asoso app... Just stay tuned for more information from me...","en",0,NA
16069,"Cleber Homem",2016-07-28,5,"Very good Lifesaver. Had to use it in a place not in reach for cell towers.","en",0,NA
16070,"Jay S",2016-08-17,5,"Jay Best offline map service ever.  Very precise and very helpful.","en",0,NA
16071,"El Khawaja",2016-07-28,2," No offline map for China","en",0,NA
16073,"Aneeq-ur-Rahman Khan",2016-08-01,1,"No map for Pakistan Where is Pakistan map ?","en",0,NA
16074,"yosef Suliman",2016-08-09,1," There is no palestine !!","en",0,NA
16076,"Adib Mansor",2016-07-28,5,"HERE WeGo Like this apps ü","en",0,NA
16077,"SREEJESH MOOTHEDATH",2016-11-22,5," I loved it.... Sir please make this Map for Windows 10 platformed devices","en",0,NA
16078,"A Google user",2016-07-29,5,"Awesome Offline, maps are good. Very precise! Highly recommended!","en",0,NA
16079,"Omer Anjum",2016-07-30,1,"Pakistan's map not available Why Pakistan's map isn't available....Please add Pakistan's map...","en",0,NA
16080,"??????? ??????",2016-08-10,4,"Please add MirrorLink Option ? Best Offline Map Available.","en",0,NA
16081,"Chandrashekar Bs",2016-08-03,5,"Nice navigation app Really wonderful app every who loves travels must having this app","en",0,NA
16082,"Paul Zhang",2016-08-01,5,"Great Really good if you dont have any data","en",0,NA
16083,"Khiem Nguyen",2016-07-28,5,"extremely useful works offline better than google map in cities","en",0,NA
16084,"Mila V·zquez Trillo",2016-07-28,5,"Best maps app Even better now with the new transport options","en",0,NA
16085,"Hilton Clarivette",2016-07-30,5," Best gps on the store","en",3,NA
16086,"A Google user",2016-07-31,5,"Android Essential Just love this app.. The offline options is lovely and very useful.","en",0,NA
16087,"BinduChaitanya Tummala",2016-07-28,5,"Great offliner love here maps for their offline capabilities.","en",0,NA
16088,"Mohamed Shan",2016-09-16,4,"Useful and great application. Please update Qatar latest map","en",0,NA
16089,"srikanth pachipulusu",2016-08-01,2," Can't download map","en",0,NA
16090,"Marjan Martinoski",2016-07-27,5,"Excellent app! Great offline mode, very accurate.","en",0,NA
16091,"Ravi Sharma",2016-07-30,5,"Keep up the good work Always the best app for travel.","en",0,NA
16093,"Th?nh Nguy?n Tr?ng",2016-08-01,5,"Very good My compass sensor works correctly with Here.","en",0,NA
16094,"Corey Lindsay",2016-08-11,4,"Here maps Great app","en",1,NA
16095,"AYoub ELmouden",2017-08-13,5," This maps is beatifull amazing","en",1,NA
16096,"R L",2016-07-28,5,"Better than before But still miss a lot of addresses","en",0,NA
16097,"Eagle Eye View Images",2016-08-03,5,"Wow wonderful and great Best offline I have found","en",0,NA
16098,"Utkarsh Kumar",2016-07-29,5,"Very helpful app and successful It gives the accuracy of routes","en",0,NA
16099,"michal ashkenazi",2016-08-06,5,"Excellent app Great app!!!                                  Used it for the first time in       North Greece.","en",0,NA
16100,"Jacer Sellami",2016-08-08,5," I love this app so much specially offline mode","en",0,NA
16101,"Kunwar Deep Singh",2016-08-13,4," Works well for me","en",0,NA
16102,"yong sheng Ong",2016-08-04,5," Offline map with everything","en",0,NA
16104,"Kirti Patel",2016-08-17,5," Must have application","en",0,NA
16105,"VI Tinker Tank",2016-07-28,5,"I like I really like this app. Works great, five stars.","en",0,NA
16106,"Frank Deister",2016-07-29,4," Frank and Betty Deister","en",0,NA
16107,"Rohith Smanohar",2016-07-31,1," Cant download maps","en",0,NA
16108,"NIDHEESH KP",2016-08-13,5,"Best Offline Map Very Useful App For Traveller..","en",0,NA
16109,"?????????? ???????",2016-07-28,1," Maps not downloading","en",0,NA
16111,"David Samuvel",2016-10-07,5,"Great app....üòÉüòÉ This app is amazing.....100% work offline...I am really love it..","en",0,NA
16112,"John Luckin",2016-08-11,4,"Good Top job","en",2,NA
16113,"Khattab Al Qato",2016-07-29,5,"Great app specially in the Arab world The best app to use in the Arab world","en",0,NA
16114,"omar Doski",2016-07-27,5," Best navigation ever, works great in Sweden and Turkey","en",0,NA
16115,"prasanth sundaran",2016-08-01,5,"Extraordinary Perfect, my first comment to one app","en",0,NA
16116,"Kash Sing",2016-08-05,5,"Best free offline maps Easy and simple to use.","en",0,NA
16117,"Mystery forever",2016-07-28,5,"Good Better than google maps.     Easier to use","en",0,NA
16118,"Leszek Bartczak",2016-07-29,5," Tried it in Scandinavia and in Hong Kong. Great app!","en",0,NA
16119,"raghavendra habib",2016-08-12,4," Like the fact that you can use it offline as well","en",0,NA
16120,"P Handoko",2016-08-06,5,"Free but great Free but very usefull, many thanks","en",0,NA
16121,"Viktor Nedelchev",2016-09-26,5,"Best The best offline and free GPS love it","en",0,NA
16122,"frank Johnson",2016-08-02,5,"Wassoon A real pleasure to use first rate","en",0,NA
16123,"Zack Fransen",2016-07-28,5," Best and only complete offline gps app!","en",0,NA
16124,"Steve Drake",2016-08-09,5,"Best offline mapping app. Very polished app. Works great offline.","en",0,NA
16125,"UmarDawood",2016-07-27,5,"Samsung s6 Best ever.. works offline too","en",0,NA
16126,"Ashleigh Muir",2017-09-15,3," Really good when it's not crashing all the time","en",0,NA
16127,"Amit Singh",2016-08-04,5,"Amazing Best mapping app. Superb offline nav.","en",0,NA
16128,"Adis Hodûi?",2016-07-27,5,"Offline public transport navigation Offline public transport navigation is marvelous :)","en",0,NA
16129,"Carlos Higareda",2016-08-11,5,"Here we go!!! By far........ the best and most reliable  GPS app","en",0,NA
16130,"Divakar Vidyarthi",2016-07-29,5,"Divakar Better then any other map","en",0,NA
16131,"Jenni K",2016-07-30,5," Perfect if you need offline navigation","en",0,NA
16132,"Abhijit Parira",2016-07-30,5," Best app rather best offline helper","en",0,NA
16133,"War Head",2016-08-08,5,"Love this app Navigation work perfect, love it :-)","en",0,NA
16134,"V. Xanko",2016-07-29,5,"Here we travel I love it!","en",0,NA
16135,"Nitin Patel",2016-08-12,4,"Awesome app Like this app for offline map feature","en",0,NA
16136,"Manish Kumar",2016-07-29,5,"Amazing This app is amazing to use....i jst lv it","en",0,NA
16137,"Eric de Groot",2016-07-31,5," It takes us safely from door to door in Europe","en",0,NA
16138,"Michael Messier",2016-08-07,5,"Very detailed Outstanding and very accurate.","en",0,NA
16139,"Al Muntaser Al Bahlani",2016-07-29,5," Excellent Program!! I'M INTRESTED!..Very useful","en",0,NA
16140,"rosli ahmad",2016-08-08,5," Loved the map navigation","en",1,NA
16141,"Smile So",2016-07-28,5,"On the dot Very reliable and free.","en",0,NA
16142,"Prinz Maboud",2016-07-28,1,"Best One Best Offline Maps So Far..","en",0,NA
16143,"N.G.O NHAN ScooterChef",2016-08-01,5,"Good Wonderful app. So useful","en",0,NA
16145,"Richard Le Moignan",2016-08-10,4,"Good. Now a good free map app.","en",0,NA
16146,"Saju J Sadanandan",2016-08-13,5," Very useful app.....Thank  Here map team and Nokia....","en",0,NA
16147,"Mr Attar",2016-08-22,5,"Loved it Very accurate maps and navigation","en",0,NA
16148,"Manish Kumar",2016-10-13,5," A very good app to use","en",0,NA
16149,"imran sabir",2016-07-28,5,"Highly recommended Amazingly working offline","en",0,NA
16150,"FunTech Guru",2016-09-16,5,"Superb Aap Accurate and user friendly","en",0,NA
16151,"Dionisis S",2016-08-11,5,"Brilliant Always there when you need it","en",0,NA
16152,"Salil Joshi",2016-07-27,5," Best app thanks to you who make this","en",0,NA
16153,"Magnon Fontana",2016-10-16,5,"Very good It really works","en",0,NA
16154,"Mr Joel Rashidi",2016-08-11,5,"Good So good to get directions","en",0,NA
16155,"Mazin Altarra",2016-07-28,5,"Mazen Best map mobile app","en",0,NA
16156,"Max Salminen",2016-08-09,5," Probably the best navigation suite available","en",0,NA
16157,"Ahmed Gabr",2016-08-18,5," Daily using it...","en",0,NA
16164,"Shayan Tahmaseb",2016-08-25,5,"Good but!? Pls add iran","en",0,NA
16165,"T DoubleU",2016-07-30,5,"Yeah i love it Its true i reallllllllly love it","en",0,NA
16166,"A Google user",2016-08-30,5," The best. The reference. What else? ","en",0,NA
16167,"Sasa Hrgar",2016-08-11,5," Most useful aplication,great","en",0,NA
16168,"Adrian Mallari",2016-07-29,5,"good job!!!!! the best offline map app that I tried.....","en",0,NA
16169,"Benamor Amine",2016-08-03,5," Thank you it works great ?","en",0,"Hello Ahmade,
Sorry about that! We investigated this issue and have developed a fix. HERE Maps should work great your phone with the latest update, so check it out and let us know if you have any feedback. 
Thanks from the HERE team in Berlin!"
16171,"Dimitris Kaltsas",2016-08-10,5,"Great!!! No problem found. I use it about a year !!!!üò","en",0,NA
16172,"shruti shetty",2016-07-31,5," One of the best navigation apps..","en",0,NA
16173,"Unziel Habib",2016-08-23,4,"Star Good aplikasi.. i love it","en",0,NA
16175,"Michael Mathe",2016-07-29,4,"Here maps Best there is","en",0,NA
16176,"Ahmed Hawary",2016-07-28,5," Best free ANDROID Maps","en",0,NA
16177,"Sanjay Kumar",2016-08-07,5,"I like Good location","en",0,NA
16178,"Willy de Patra",2016-08-12,5," Overall this app is great !","en",0,NA
16179,"Manish Kumar",2016-08-29,5,"Wow Amazing for new places","en",0,NA
16181,"Phil Lambert",2016-08-04,5," Great that it can be used when offline","en",0,NA
16182,"Dvdhen Cheng",2016-08-02,4,"So useful Dare to get it","en",0,NA
16183,"Rajashekar Karne",2016-08-02,5,"Rajashekar Very good app","en",0,NA
16184,"Achim Costinela",2016-08-03,5,"Useful The best navigator","en",0,NA
16185,"???? ?????",2016-07-28,5," very nice , i'm satisfied :)","en",0,NA
16186,"Rita Castro",2016-08-08,5," Excelent offline feature!","en",0,NA
16187,"RINCY STANLEY",2016-08-07,4,"Very good app Love it","en",0,NA
16188,"shekhar SD",2016-07-28,5," Best maps since inception","en",0,NA
16189,"Pawan M Thakur",2016-08-02,4,"E joyed Too good","en",0,NA
16190,"WILLIAM WEI",2016-08-12,5,"Good app Very convenient","en",0,NA
16191,"RP Rajendra",2016-07-28,5," The Best Offline Maps","en",0,NA
16192,"Shyamsundar Mukhiya",2016-07-27,5,"gre8. its very helpful app...","en",0,NA
16193,"Ricardo Nederson do Prado",2016-07-29,5,"Very good It is fantastic","en",0,NA
16194,"Sammy Alim",2016-08-03,5,"Great Best offline gps","en",0,NA
16195,"Amr Fatah",2016-08-05,4,"Search engine Very efficient","en",0,NA
16196,"Asad Ullah",2016-08-02,5,"Good This is very fast","en",0,NA
16198,"hiren makwana",2017-09-11,5," Best navigation app in market...","en",0,NA
16199,"SON PRAKASH YADAV",2016-10-07,5,"Good app Best navigation app","en",0,NA
16200,"Christopher Barr",2016-08-17,5," Excellent - keeps improving","en",0,NA
16201,"Goran Radic",2016-07-31,5," Precision after all!!!","en",0,NA
16204,"wesam zuhair",2016-07-30,5," The only one...the best","en",0,NA
16206,"Riski Yuliando Sese",2016-07-28,5,"darn accurate mantab","en",0,NA
16207,"Revd NseAbasi Nari Robert",2016-07-31,1,"Like Great!","en",0,NA
16215,"J k",2016-07-29,3," Good overall performance","en",0,NA
16216,"Virva E. Auvinen",2016-09-05,4," Good navigation tips","en",0,NA
16217,"Iftikhar Ahmad",2016-08-06,5,"Ahmad Excellent app","en",0,NA
16218,"ajit junghare",2016-07-28,4," Good old map","en",0,NA
16219,"Hieu Le Trung",2016-08-04,5,"Love it Very good","en",0,NA
16220,"A Google user",2016-11-24,2,"Best app Thanks","en",0,NA
16221,"Cassym M Ally",2016-08-11,5," The Best Maps","en",0,NA
16222,"Majid Al Balushi",2016-08-02,5," Excellent GPS application","en",0,NA
16224,"Pintu Chauhan",2016-07-30,3,"Just ok Excellent","en",0,NA
16225,"ABHINAY RAO",2016-08-09,5," great app in offline","en",0,NA
16229,"Syed Imraan",2016-08-03,5," Perfect for Navigation","en",1,NA
16233,"Selena",2016-08-01,5,"Amazing Love it!!!","en",0,NA
16234,"Mam Mlkawi",2016-08-27,5," Its very very good","en",0,NA
16235,"sofian elayyan",2016-07-28,5," Great application ","en",0,NA
16241,"MetallicS",2016-07-28,5," Utterly magnificent!!!","en",0,NA
16248,"Stefan Simeonovi?",2016-08-10,5,"Simple Accurate","en",0,NA
16250,"Stefan Veli?kovi?",2016-07-28,5," Best navigation","en",0,NA
16252,"loven legita",2016-07-31,5," Good application","en",0,NA
16255,"Alireza Gh",2016-08-09,5," Here is excellent","en",0,NA
16261,"Mohamed Yashir",2016-09-06,5," Nice application","en",0,NA
16291,"Sis Quo",2016-07-27,5,"No need for another gps app I am a freq. user of here since it's debute on Nokia. I used in in many countries and is the thing that I install the first when changing the phone. Periodic app updates and map updates, user friendly without too many config. settings.  I heard that they are due to put it on audi cars. The only thin...Full ReviewI am a freq. user of here since it's debute on Nokia. I used in in many countries and is the thing that I install the first when changing the phone. Periodic app updates and map updates, user friendly without too many config. settings.  I heard that they are due to put it on audi cars. The only thing i miss is the fixed radars POI but since France made the radar maps illegal, now all gps apps are not inserting the radars.","en",6,NA
16292,"Roberto Graziosi",2016-07-28,3,"Almost It updates but the most important thing is not yet here... The possibility to manually modify the itinerary dragging the route the way you like or adding way points. If I want to make a tourist journey this is the only way!","en",1,NA
16293,"Kevin Wildoatski",2016-07-27,2," After latest update - unusable. If it opens at all it freezes when you try search. This is on Honor 5X.","en",0,NA
16294,"Sri Harsha Vardhan",2016-08-10,5,"Purposive Ultimate app for maps when it comes to offline usage. Best app for maps in play store. The only thing u need is a proper internet connection to download the maps and the rest will be....","en",0,NA
16295,"Aril Yusoff",2016-07-27,5,"Good Apps I like it very much.. no need others while can be use offline.. so good.","en",0,NA
16296,"Dhava Selvan",2016-07-27,1,"Not opening After here wego update.. the app is not opening it's closing automatically..","en",2,NA
16297,"onur tandogan",2016-07-28,5,"Best offline and free navigation Very good job those people done its absolutely free and safe drive car..very happy i am ..what else i could ask ? Notting ... :-)))","en",0,NA
16298,"Ravinder Hothi",2016-07-28,3,"Lol Just read the part where it state, 'Contains Ads' won't be updating, it's not broken, don't fix it !!","en",0,NA
16299,"John Rinaldi",2016-07-27,3,"Why no landscape mode. Great app but would rate 5 stars if the app would open in landscape mode on my tablet.","en",1,NA
16300,"Vu Vu",2016-07-27,5,"Love it Get me everywhere without the worry of losing mobile data on the road","en",1,NA
16301,"Milos Popovic",2016-07-27,5,"Best Maps Soo much better then google maps...never failed me.  Thank you for making this","en",0,NA
16302,"Adolph S. Watkins",2016-07-27,4,"Good Not up to date","en",4,NA
16303,"Thomas K",2016-07-27,5,"Great The best free app to get directions. It even works offline it's awesome.","en",0,NA
16304,"Wen Siang Woo",2016-07-27,5,"Great for offline Being using it since nokia started bundling in 2008. Trusted maps.","en",0,NA
16305,"Augustin G.",2016-07-27,4,"Using it. Loving it. The best from all the rest.","en",1,NA
16306,"nikola b",2016-07-28,5,"Excellent app Really like the possibility of offline navigation.","en",0,NA
16307,"Manju M",2016-07-28,2,"Here we go Not working. When it's open automatically close","en",0,NA
16309,"Kumar Vishwadeep Singh",2016-07-27,1,"Crashing after update Crashing after update","en",0,NA
16310,"B.A. D",2016-07-27,4,"One of the best Data base needs improvement. But I like it.","en",0,NA
16311,"Robert Roman",2016-07-27,5,"Verry good Real time navigation, offline map...","en",0,NA
16312,"Harish Halebeed",2016-07-27,5,"Top navigation App Great build from Nokia","en",0,NA
16313,"Ricardo Rodriguez",2016-07-27,5,"Best guided maps Super!, Super! Navigator.","en",0,NA
16314,"Daniel Mendoza",2016-07-27,5,"Simple Best offline maps there is. Love it.","en",0,NA
16315,"andrew andreev",2016-07-27,5," Best offline navigation app ever!!!","en",0,NA
16316,"swany kakkar",2016-07-28,5," Works perfectly in offline mode","en",0,NA
16317,"???? ????",2016-07-27,5,"Great application Very nice application","en",0,NA
16318,"Radu Huian",2016-07-27,5," Best navigation app.","en",0,NA
16319,"Pushpa Kumari",2016-08-01,5," Most accurate offline","en",0,NA
16330,"Robert Barrett",2016-07-14,5,"Best mapping service for travelling For several years Google maps has failed to lock my location, but Here maps has found me each time without fail. The app is incredible for driving abroad or in places with patchy signal - just download the country map, switch your data off and pop your gps on. The ability to download entire countrie...Full ReviewFor several years Google maps has failed to lock my location, but Here maps has found me each time without fail. The app is incredible for driving abroad or in places with patchy signal - just download the country map, switch your data off and pop your gps on. The ability to download entire countries makes this the best map app by a long way!","en",33,NA
16331,"Bryant Vang",2016-07-14,5,"Best gps app period. Used this app very often when I was using my windows phone and I really liked it. Finally came to android and I use this app more than Google maps. Much better directions and less freezing. It gives you accurate turn by turn and the voice is easy to underatand. It also warns you about when to turn a...Full ReviewUsed this app very often when I was using my windows phone and I really liked it. Finally came to android and I use this app more than Google maps. Much better directions and less freezing. It gives you accurate turn by turn and the voice is easy to underatand. It also warns you about when to turn and not at the exact moment when you need to turn. Use offline maps to save data and also phone battery. Get this application you won't regret it.","en",70,NA
16332,"Kumar Vaibhav",2016-07-19,1,"Wrong Street.!! Same problem in new version 1.1.10431 Offline map with wrong Street can be very very dangerous. My locality map is wrong.  This is known to me. I really don't recommend for unknown area.  Developers please let me know if I can be of any use to fix this. Respond on this I really Wanna prefer this over my navigating devices...  Me me beli...Full ReviewOffline map with wrong Street can be very very dangerous. My locality map is wrong.  This is known to me. I really don't recommend for unknown area.  Developers please let me know if I can be of any use to fix this. Respond on this I really Wanna prefer this over my navigating devices...  Me me believe in this app.  I really wish I could have added a snap for comparison between how Google shows the map and how it is shown in  here map.","en",19,NA
16333,"Hubert Wong",2016-07-16,5,"Best offline mapping This free app can't be beat. It can be slow at tracking, but that is likely the GPS on my phone. The maps are not 100% updated, but they are close enough and switch alternate routes very quickly. Used it in Calgary and Vancouver and was very satisfied!","en",2,NA
16334,"Ali Haideri",2016-07-13,2,"No voice navigation in walking mode Why is there no turn by turn voice navigation in walking mode? There is only the stupid beeping sound which doesn't even tell me which way to turn. I don't want to constantly look at my screen while I navigate to my destination. That's absurd. Please add the feature. Other than that I love the app.","en",7,NA
16335,"Raf R.",2016-08-11,1,"Bye....Going to Waze. Update: Been using Waze as my primary navigator for the past couple of weeks and I couldn't be more happy with this decision. Here was amazing when Nokia OWNED it; they just knew what they were doing. I don't like the direction that this app is headed...Oh the irony. Bye for good. Uninstalling.","en",11,NA
16336,"Mohan Raj",2016-07-23,2,"Bug App not opening. here logo comes and app closes. dono wts t issue.       Hi I live in Bangalore, India. I downloaded here maps and downloaded Karnataka map for offline usage But for certain places it dint show me the route when i was offline. It say couldn't find route offline. Please check this iss...Full ReviewApp not opening. here logo comes and app closes. dono wts t issue.       Hi I live in Bangalore, India. I downloaded here maps and downloaded Karnataka map for offline usage But for certain places it dint show me the route when i was offline. It say couldn't find route offline. Please check this issue and try to solve it.† Try searching Infinite computer solution. Whitefield. This is the one i tried to search. But u didn't get it.","en",4,NA
16337,"Craig",2016-07-20,4," Great app and free which is always a bonus. On trouble is that it starts in portrait mode and then you have to wait until it turns to landscape mode after you have searched, which makes it akward to type in a place when a tablet is in a holder. A sign of lazy programming otherwise it would be 5 star...Full ReviewGreat app and free which is always a bonus. On trouble is that it starts in portrait mode and then you have to wait until it turns to landscape mode after you have searched, which makes it akward to type in a place when a tablet is in a holder. A sign of lazy programming otherwise it would be 5 star.","en",1,NA
16338,"Eklak Dangaura",2016-07-14,3,"Co-ordinate system needed It will be better if it can show the coordinates too, offline. Whether I'm unaware of it or not, but would give 5 stars if that can be addresses. Otherwise its one of the best app that I used in my various windows and android devices. Would love it even more if it can show the exact coordinates of t...Full ReviewIt will be better if it can show the coordinates too, offline. Whether I'm unaware of it or not, but would give 5 stars if that can be addresses. Otherwise its one of the best app that I used in my various windows and android devices. Would love it even more if it can show the exact coordinates of the location. Glad that it can show the address if searched by adding the coordinates. But it should show the coordinates too for future use.","en",7,NA
16339,"James SB",2016-07-28,3,"Dont change the name here maps is better!! Please don't destroy offline or make us pay like subscription etc keep updating making this app better and better!!!! You save my life many times and you let me travel the USA using your app offline and it worked PLEASE AGAIN DONT RECK/DESTROY THIS MAP NAV APP!!! Don't get greedy in the future your ...Full ReviewPlease don't destroy offline or make us pay like subscription etc keep updating making this app better and better!!!! You save my life many times and you let me travel the USA using your app offline and it worked PLEASE AGAIN DONT RECK/DESTROY THIS MAP NAV APP!!! Don't get greedy in the future your best for a reason !! A feature I would like is night mode through out the whole apps ui etc toggle on/off in settings and in future make voice mode by using voice to control app NOT UPDATING TO THE NEW VERSION!!","en",1,NA
16340,"Yi Rao",2016-07-25,5,"Latest update fixed problem Great interface and comprehensive locations.  Just like a regular GPS navigation device. But I wish it could display more accurate freeway name and direction.                    Updates 4/28/2016: after latest update,  it starts having issues. First it keeps searching voice navigation. Second it can...Full ReviewGreat interface and comprehensive locations.  Just like a regular GPS navigation device. But I wish it could display more accurate freeway name and direction.                    Updates 4/28/2016: after latest update,  it starts having issues. First it keeps searching voice navigation. Second it cannot start navigation once you stop your previous route. Updates 7/24/2016: previous issue was fixed in latest update. Thanks","en",86,"Hello Yi,
Sorry about that! We investigated this issue and have developed a fix. HERE Maps should work great your phone with the latest update, so check it out and let us know if you have any feedback. 
Thanks from the HERE team in Berlin!"
16341,"hema chandra",2016-07-27,1,"Worst navigation The app always struck whenever I just want to type a location. I don't know why this is happening. After the latest update I am facing this problem. Please fix this first as fast as possible and then ask the rating","en",1,NA
16342,"Stephen S",2016-07-15,2,"Needs route options The last three times I used Here it sent my car ""off-roading"" down dirt roads that were closer to logging roads than anything. We need the ability to select route options like ""Use main roads."" Was forced to use Maps to get a decent route home.","en",31,NA
16343,"Dino Kapetanovic",2016-07-14,4,"Precision above all Pretty accurate turn by turn guidance, just in time to make that needed turn. If you are online it picks up accurately the traffic and if you're offline it still won't leave you stranded or lost. Some of the searched POI's did not show up when offline though, but they did online, so 4 stars well des...Full ReviewPretty accurate turn by turn guidance, just in time to make that needed turn. If you are online it picks up accurately the traffic and if you're offline it still won't leave you stranded or lost. Some of the searched POI's did not show up when offline though, but they did online, so 4 stars well deserved.","en",2,NA
16344,"Origami Chik3n",2016-07-21,3," Overall it's a nice navigation app. But i was unpleasantly surprised when, while trying to use in the car, app didn't prevent the screen from turning off. I could not find such option in settings either. It's a serious drawback for any navigation app.","en",4,NA
16345,"Brandon Board",2016-07-20,5," What a great app.  I'd rate it TEN STARS if I could.  I love being able to have maps saved to my phone to use offline.  As someone without a cellular data plan, this app is exactly what I need.  I've tried a number of offline navigation apps, and this is the best I've found.  Great job guys--keep up...Full ReviewWhat a great app.  I'd rate it TEN STARS if I could.  I love being able to have maps saved to my phone to use offline.  As someone without a cellular data plan, this app is exactly what I need.  I've tried a number of offline navigation apps, and this is the best I've found.  Great job guys--keep up the good work.","en",8,NA
16346,"Gihan Srikantha",2016-07-20,5,"Great App. Previous problem fixed. Since I updated my phone Here Maps can no longer read maps that are stored on the SD card. It only works if the map is stored on the phone. Don't have enough memory for that.                EDIT: deleted the app and reinstalled it and that fixed the problem. A great app which can be used offline and...Full ReviewSince I updated my phone Here Maps can no longer read maps that are stored on the SD card. It only works if the map is stored on the phone. Don't have enough memory for that.                EDIT: deleted the app and reinstalled it and that fixed the problem. A great app which can be used offline and isn't data hungry when online.","en",7,NA
16347,"Ravi Sahu",2016-07-27,4,"Navmii Loyalist And now, standing ovations to HERE. Though I am yet to use the app completely and not familiar enough still., but the way the features I am saying I think it's a great one. One, one if you holler am facing is that I had downloaded a considerable area of India as the neighbouring States but the phone...Full ReviewAnd now, standing ovations to HERE. Though I am yet to use the app completely and not familiar enough still., but the way the features I am saying I think it's a great one. One, one if you holler am facing is that I had downloaded a considerable area of India as the neighbouring States but the phone had to be flashed in the company and now after installing all the apps everything is working fine and link2sd but somehow the data or the maps regarding HERE are not being able to be used by me. Do I re-download","en",0,NA
16348,"Steve G",2019-05-07,3," 2019: used to be my favourite navigation app. Now I never use it. Often crashes. Search is poor, it's been overtaken by others.2016: Have been using this for years now. There is nothing better out there... But lately it seems to be going backwards. Sometimes a search for a nearby town comes up blank...Full Review2019: used to be my favourite navigation app. Now I never use it. Often crashes. Search is poor, it's been overtaken by others.2016: Have been using this for years now. There is nothing better out there... But lately it seems to be going backwards. Sometimes a search for a nearby town comes up blank. There used to be a bunch of categories of places of interest that were always available off-line but now the ""nearby"" feature has a lot less categories and only works on-line...","en",57,NA
